<Event(17-VideoExpose {})>
<Event(1-ActiveEvent {'state': 1, 'gain': 0})>
<Event(1-ActiveEvent {'state': 1, 'gain': 1})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (558, 397), 'rel': (558, 397)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (346, 217), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (346, 218), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (347, 219), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (348, 219), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (349, 220), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (351, 220), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (351, 221), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (352, 221), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (353, 221), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (353, 223), 'rel': (0, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (354, 224), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (355, 224), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (355, 225), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (357, 225), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (357, 226), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (359, 226), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (360, 226), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (361, 227), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (362, 227), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (363, 228), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (364, 228), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (365, 228), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (365, 229), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (367, 229), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (368, 231), 'rel': (1, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 231), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (369, 232), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (370, 232), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 232), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (372, 233), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (373, 234), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (375, 234), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (376, 234), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (377, 235), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (378, 235), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (379, 235), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (380, 235), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (381, 235), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (383, 235), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (384, 235), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (384, 236), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (385, 236), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (386, 236), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (387, 236), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (388, 236), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (388, 237), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (389, 237), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (390, 237), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (392, 237), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (392, 239), 'rel': (0, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (393, 239), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (394, 239), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (395, 239), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (396, 239), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (397, 240), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (400, 240), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (402, 240), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (405, 241), 'rel': (3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (406, 241), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (407, 241), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (408, 242), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (411, 242), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (412, 242), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (413, 242), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (414, 243), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (415, 243), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (417, 243), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (419, 245), 'rel': (2, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (420, 245), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (421, 245), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (424, 245), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (425, 245), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (426, 245), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (429, 246), 'rel': (3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (430, 246), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (431, 246), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (433, 246), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (434, 247), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (435, 247), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (438, 247), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (439, 247), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (442, 248), 'rel': (3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (443, 248), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (445, 248), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (448, 248), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (449, 248), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (451, 248), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (454, 250), 'rel': (3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (457, 250), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (459, 250), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (460, 250), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (464, 250), 'rel': (4, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (465, 251), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (466, 251), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (469, 251), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (471, 251), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (474, 251), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (475, 252), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (477, 252), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (479, 252), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (481, 252), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (484, 253), 'rel': (3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (486, 253), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (489, 253), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (490, 253), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (492, 253), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (494, 254), 'rel': (2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (496, 254), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (498, 254), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (501, 254), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (504, 254), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (505, 254), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (507, 254), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (508, 255), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (511, 255), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (512, 255), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (513, 257), 'rel': (1, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (515, 257), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (518, 257), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (519, 258), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (520, 258), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (521, 259), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (524, 259), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (525, 259), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (526, 259), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (527, 260), 'rel': (1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (528, 260), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (529, 260), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (531, 260), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (531, 261), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (531, 262), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 262), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 263), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 265), 'rel': (0, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 266), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 267), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 268), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 269), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (532, 270), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (530, 270), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (530, 271), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (530, 273), 'rel': (0, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (529, 274), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (528, 275), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (528, 276), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (528, 277), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (527, 280), 'rel': (-1, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (526, 281), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (526, 282), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (525, 283), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (525, 284), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (525, 287), 'rel': (0, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (524, 287), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (524, 289), 'rel': (0, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (522, 292), 'rel': (-2, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (521, 293), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (520, 294), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (519, 296), 'rel': (-1, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (519, 298), 'rel': (0, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (517, 300), 'rel': (-2, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (516, 301), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (515, 304), 'rel': (-1, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (514, 307), 'rel': (-1, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (513, 308), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (511, 310), 'rel': (-2, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (510, 311), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (509, 314), 'rel': (-1, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (508, 317), 'rel': (-1, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (506, 318), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (504, 320), 'rel': (-2, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (504, 321), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (501, 324), 'rel': (-3, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (500, 325), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (499, 326), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (496, 329), 'rel': (-3, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (496, 330), 'rel': (0, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (494, 331), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (491, 333), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (490, 334), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (489, 335), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (486, 336), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (484, 337), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (481, 340), 'rel': (-3, 3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (480, 340), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (479, 341), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (476, 341), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (475, 343), 'rel': (-1, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (474, 344), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (471, 344), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (470, 345), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (469, 345), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (467, 346), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (464, 346), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (463, 347), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (462, 347), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (459, 348), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (457, 348), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (454, 350), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (453, 350), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (450, 351), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (449, 351), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (447, 352), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (444, 352), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (441, 354), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (439, 354), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (438, 355), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (434, 355), 'rel': (-4, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (431, 356), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (428, 358), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (426, 358), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (423, 359), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (422, 359), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (418, 360), 'rel': (-4, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (417, 361), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (415, 361), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (412, 363), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (409, 364), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (406, 365), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (404, 365), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (401, 367), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (398, 367), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (396, 368), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (393, 370), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (390, 371), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (388, 371), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (387, 372), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (383, 372), 'rel': (-4, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (382, 373), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (379, 374), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (377, 374), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (374, 376), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (371, 376), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (370, 377), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (368, 377), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (365, 378), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (362, 378), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (361, 379), 'rel': (-1, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (359, 379), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (356, 381), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (354, 381), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (351, 382), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (348, 382), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (346, 382), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (343, 384), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (340, 384), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (338, 385), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (335, 385), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (333, 385), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (331, 386), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (329, 386), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (325, 388), 'rel': (-4, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (323, 388), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (320, 388), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (319, 388), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (316, 389), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (313, 389), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (311, 390), 'rel': (-2, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (308, 390), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (306, 390), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (303, 392), 'rel': (-3, 2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (302, 392), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (299, 393), 'rel': (-3, 1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (297, 393), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (296, 394), 'rel': (-1, 1)})>
